Word,Count
repatriation.,9
"explanation,",9
blockages,9
09223,9
"""Opening",9
Repaired/reconditioned,9
1763528,9
PERSONE,9
(2022,9
SHAFT.,9
dully,9
(PAINTING,9
JA,9
FASTELDUR,9
(IF,9
ANY):,9
PATTERN),9
"broken/open,",9
ERASED.,9
bosunstore,9
paintstore.,9
superintendent/,9
"mentioned,",9
PANEL.,9
------,9
quarter's,9
"component,",9
"secure,",9
wasted/holed,9
office/makers,9
scenarios,9
1656492,9
push-pull,9
request),9
haste/,9
R&R/,9
LIFT,9
1762954,9
"ordered,",9
"feasible,",9
stipulate,9
reply.,9
MH/HF,9
-Recommendations,9
Declaration.,9
"holed,",9
discussed:,9
clamp.,9
Weathertight,9
Majeure,9
Force,9
Warnings,9
RO:,9
1780505,9
sheeting/painting,9
galva,9
30.11.2022.,9
1656849,9
13:27,9
1763178,9
02/01/2023,9
sheeting,9
gava,9
one&,9
inaccuracies,9
Double-check,9
recommends,9
"antennas',",9
(D/G),9
"antennae,",9
M.,9
instructions/SI100101,9
FACTORS:,9
AIS-vhf,9
Fan,9
blower.,9
exh,9
Checks.,9
AIS-VHF,9
entrance.,9
antennas'.,9
officials,9
"""Procedure",9
island.,9
Inaccurate,9
Etc.,9
1762833,9
sep/oct,9
Potentiometer,9
7.17.5,9
Cyl',9
shank,9
"returned,",9
Enforcing,9
foresee,9
1670400,9
SHIPPER,9
officially,9
"14.1,",9
Factor.,9
restriction.,9
vessel!,9
"type,",9
certs/survey,9
assessmentof,9
"""suitable""",9
1781013,9
-Cofferdam,9
1ST/Nov/2022,9
F.O/dirt/debris,9
0930LT,9
polished,9
"31st/Oct/2022,",9
1900LT,9
Cyprus,9
irregularities,9
considerate,9
SUIT,9
2-2.3.,9
1656913,9
refering,9
-HFO,9
drill's,9
SANTIAGO,9
7/11/2022.,9
ALERTS,9
1671739,9
DISTRESS,9
TERMINA,9
1657013,9
visit/audit.,9
-Instructions,9
Jacksonville,9
stripping,9
Holder,9
1656936,9
1669781,9
-M/E,9
SCAV,9
manuals:,9
Differently,9
sensing,9
"hatches,",9
validated,9
diff.,9
Measure,9
EGGS,9
1762151,9
19Jan2024,9
fw,9
comments.,9
1656881,9
1671023,9
"explained,",9
a-,9
allocated,9
b-,9
1762361,9
(logs),9
"Survey,",9
"""Bulk",9
"tanks),",9
Ships),9
(related,9
port/opportunity,9
breafing,9
21ZQ0015,9
12.10.,9
1671452,9
HRU.,9
Reconditioned,9
Pcs,9
(photos,9
scan.,9
enabled,9
Yokohama,9
"Circular,",9
"AP,",9
smoother,9
(ship),9
Trap,9
Area.,9
(P&,9
Probe,9
"format,",9
TkE),9
iv),9
BRILL,9
"PDM,",9
1782358,9
retention,9
proceeded.,9
JO30,9
structures.,9
VIDEO,9
LECTURE,9
para.,9
element),9
(1530-1555H1),9
Interval,9
filter(ceramic,9
"supply,",9
Pilotage,9
"filling,",9
"discretion,",9
arise.,9
parcel.,9
BULKSEAS,9
compounded,9
influenced,9
VESSEL:,9
"constraint,",9
MY,9
depths,9
"EGCS,",9
ARA,9
SML-05,9
22/10/2022.,9
Obviously,9
Faccia,9
Cunatik,9
form),9
Climate,9
anov,9
Ryor,9
Report),9
(S-02,9
Amon,9
Designate,9
Audits:,9
Review:,9
flammable.,9
Bin,9
Amplification,9
Rubbish,9
Mevin,9
AB2,9
22/10,9
103ULT,9
aims,9
27/10,9
SUBJECT:,9
Affairs,9
ore,9
exchanges,9
OVERDUE,9
column's,9
"non-functional,",9
"""Proper",9
implersentation,9
ANNUAL,9
"Hours""",9
COMMENCED:,9
10XLI,9
(nitrogen).,9
"electrician,",9
activities/,9
seats.,9
hatchets,9
Recognizing,9
BULB,9
perfectly,9
"DECK,",9
(UK),9
HUMBER,9
assist.,9
"Jan,",9
2~3,9
"Dec',2022",9
FWD.,9
AMSTERDAM,9
04.2.,9
organisation.,9
"VHF,",9
EVEN,9
unhygienic,9
inerted,9
"trips,",9
预防检修周期;第06节,9
Hedland.,9
(第01节,9
"due,",9
没有落实公司体系操作须知手册IM201;IM206.,9
timelines,9
submissions,9
IRIS,9
"责任轮机员在检查时检查不到位,没有及时发现故障问题。",9
BECAUSE,9
BUSTED,9
clamps.,9
VERY,9
amidst,9
"tuner,",9
"chemicals,",9
wants,9
engine;,9
1668730,9
Boost,9
console.,9
1668927,9
19.11.2022,9
IV07,9
'Lessons,9
minutes),9
spent,9
"""Abandon",9
"drill""",9
"errors,",9
interviewing,9
"(01/2023-NC,",9
(14th),9
PSC/Audit,9
"practices,",9
1673430,9
"protocols,",9
25.01.2024.,9
meals.,9
"masters,",9
inspection:,9
-Training,9
Validity,9
1759728,9
possession,9
Moisture,9
1668665,9
-Passage,9
@,9
wet.,9
(Lesson,9
mechanisms,9
1783351,9
Ocampo,9
Manwin,9
DISCUSSED;,9
PSIT,9
spreading,9
preventions,9
re-familiarization,9
suspection,9
Inspectors.,9
seperts,9
re-training,9
assesssment,9
repair/rectification,9
Spread,9
diseases:,9
programed,9
1782758,9
0.3,9
Mester,9
SMS-Safety,9
pen,9
TOPICS,9
Theballe,9
Advance.,9
Banis,9
Onboard.,9
16286.4,9
Casasyan,9
1782996,9
MMar,9
Ear,9
Monne,9
Marin,9
irregularities.,9
"low,",9
Colgado,9
COMMENTS,9
1654601,9
easier.,9
"satisfactions,",9
Targia,9
"Cany,",9
Clim,9
Berl:,9
"510,un",9
Un,9
storm,9
"loscu(""""Paper",9
Clamping,9
attachment.,9
retrained,9
Implementations,9
Rant,9
electrochlorination,9
"Houn""",9
Funles,9
torn.,9
"TIME,",9
Sag,9
JCW,9
"def'ciencies,",9
ux,9
worned.,9
dy,9
tar,9
lorum,9
te,9
suggestions,9
re-inspect,9
reztity,9
dobevency,9
Sickbay,9
1681950,9
crew/officer,9
I.Code,9
(10),9
Langn,9
Book'.,9
"3""Vate",9
Varit,9
Ronwo,9
ĐC,9
Redundancy:,9
Lamade,9
"incinerator,",9
"fan,",9
Jegst,9
Paul,9
Tamp-pi,9
C/Sgr.,9
Razos,9
Fornaco,9
CLR,9
environments.,9
Safety:,9
TI,9
PMS:,9
14.,9
Oversized,9
Grieg,9
Exemption,9
Maltsow,9
dissipate,9
06.02.2024,9
(14),9
Cna,9
heat.,9
airflow,9
29.01.2024,9
Loper,9
Edied,9
Grounding,9
Dilax,9
Comarro,9
"""High",9
1654504,9
Wang,9
government.,9
Sentire,9
dollar,9
Hydrophore,9
Increased,9
(9),9
"filled,",9
(more,9
1783050,9
Cinek,9
allotments,9
slips,9
Giermodo,9
1760146,9
Anthony,9
Altich,9
Dobe,9
reinstallation,9
Fita,9
Jonedfor,9
Lou,9
earthline,9
Corparacon,9
(7),9
"4""Eng:",9
Cusitidi,9
specimen,9
Actan,9
Torpe,9
upgradation.,9
1760044,9
covers),9
adjustable,9
Nov23.,9
Experince,9
safety/inspection,9
each.,9
Tampa,9
"application,",9
Items.,9
Inoperable.,9
teams.,9
01117,9
POEA.,9
Galveston,9
23/03/2024,9
Combustion,9
incurred,9
Uhr,9
requisition/purchase,9
Galveston.,9
(NMA),9
02.12.2022,9
PARTICIPATION,9
H,9
"29th,",9
"overhaul,",9
engineers',9
encounter,9
1769523,9
1789465,9
1771649,9
entered.,9
SUP/NT,9
reconfirmed.,9
40/41.,9
26.,9
(Technical,9
vague,9
Ballasting,9
(inside,9
Re-evaluate,9
1789726,9
PURPOSE,9
respecting,9
Pending,9
"Ventilators,",9
(FORM,9
e-version.,9
air-freighted,9
1768069,9
slightest,9
TERSAN,9
shoreside,9
1769320,9
harassment,9
VCRW,9
manufactured,9
seals.,9
Defective.,9
type:,9
req.,9
"Philippines,",9
C-Class,9
adjacent/support,9
SUBMITTED,9
TRADE,9
shared/discussed,9
sulfuric,9
ST/BY,9
tankers,9
Def.,9
COAST,9
"upwards,",9
carried.,9
REFRACTORY,9
Tersan,9
1662716,9
extinguished,9
Turkiye,9
ANQING,9
bullying,9
inerted.,9
pressurized,9
wall/bulkhead,9
"IGG,",9
somewhat,9
"developed,",9
OCCASIONAL,9
stocked,9
visiting.,9
printed.,9
occasionally,9
mind.,9
collapsible,9
leakage;,9
re-occurence,9
1789170,9
EXPIRED,9
t.,9
1663940,9
limit/weight.,9
test/,9
experience',9
practitioner.,9
'Heavy,9
man-made,9
Noncompliance,9
DPA's,9
miscalculation,9
Wear/Tear,9
oversights.,9
blanks,9
strive,9
(BWRB),9
Advisory:,9
0.29%m/m.,9
from2,9
Fact,9
labeled.,9
always;,9
1771076,9
(ship,9
voluntarily,9
"terminal,",9
steer,9
5DK20e,9
Lab,9
analysis.,9
"10""",9
(Flow,9
Through),9
lover,9
Dismantle,9
cursory,9
Handover,9
Qinzhou,9
"slips,",9
DATA.,9
unmanned,9
HS-15-FO,9
apron,9
wash),9
CSSC,9
220v),9
"visor,",9
Along,9
derusting/painting,9
23).,9
1680702,9
Term/Preventive,9
IMO.,9
"renewal,",9
DRILL.,9
acute,9
SMI-S-H02,9
bend,9
COMPANY-,9
pout,9
SSO.ADD,9
liaison,9
stanchions),9
Currently,9
nozzle.,9
"reoccurrence,",9
(collapsible,9
07.12.203,9
"washing,",9
1649762,9
(1,9
Malfunctions,9
Anterwp,9
1679311,9
forth,9
effectiveneness,9
Stairways,9
PAGE,9
"In,",9
working/rest,9
free-up,9
09298,9
%S),9
TURNED,9
rules'.,9
Railings,9
contract.,9
printing.,9
crane-,9
provision's,9
"shut,",9
1774595,9
'arrow',9
3NM,9
1790026,9
prohibitory,9
9.2.11,9
(forward),9
4104,9
annexes,9
"(0,487",9
1647681,9
bright,9
TESTED.,9
update/refresher,9
(spare).,9
9.9.3),9
"affairs,",9
Sec.04,9
REMOTE,9
deficiency;,9
"LSMGO,",9
1749824,9
STBY,9
(0.082%,9
diligently),9
uploading,9
"tap,",9
Cabins.,9
1649140,9
taken).,9
(pictures,9
25-March-2023,9
03-July-2023.,9
"leaking,",9
Stripping,9
normalization.,9
alternatives,9
"master/company,",9
1663306,9
1752687,9
1.),9
(<,9
CHAIN,9
STBY),9
"03-July-2023,",9
warm,9
"0,1",9
"Hamburg,",9
C04,9
between.,9
suffered.,9
shipborne,9
comprehensively,9
"shipchandler,",9
conjunctions,9
06-Oct-2023,9
lunching,9
prefers,9
cash.,9
portside.,9
02-October-2023.,9
Paid,9
29-September-2023,9
environmentally,9
19.12.2023,9
USD.,9
1771775,9
"(0,08",9
Installation.,9
Congestion,9
authority's,9
permission.),9
We've,9
1649235,9
(logistics).,9
watched,9
Ch.02,9
Crosschecked,9
Stress,9
1768743,9
distortion,9
substance.,9
PAINTED,9
(TSI),9
Six,9
relatively,9
maps,9
1789833,9
Buoy,9
use).,9
rev.,9
effort.,9
(of,9
cards.,9
6.6.8),9
SEC,9
"checklists,",9
VETTING,9
Officers/Engineers,9
establishment,9
Break,9
accuracies,9
"4,5,6",9
25.11.2022.,9
crewmembers.,9
"wind,",9
Ali.,9
1680215,9
1752858,9
CRA.,9
"about,",9
"undertaken,",9
1768635,9
Sulfuric,9
(Philippines,9
Overseas,9
EXISTING,9
offloaded,9
region,9
'SHEQ-2.5,9
exchanged.,9
"Yanmar,",9
'SHEQ,9
inspection/compliance,9
WMS,9
exits,9
"2.5,",9
040,9
bended,9
refrigerator),9
Code(16.3.2),9
"Ch.04,",9
1791822,9
2x,9
1768778,9
(between,9
22/11/2022,9
material',9
Engineer',9
"ashore,",9
1752738,9
"cropped,",9
standalone,9
16.16.1),9
lodge,9
2],9
laboratory.,9
ORB/bunkering,9
valves),9
1792071,9
freed.,9
ventilator's,9
spindle/Flaps,9
FLAG'INSPECTOR,9
maintenance/Supervision,9
Incompatible,9
1],9
absent.,9
rest/working,9
recordbooks,9
certificate/information,9
1681831,9
delegation,9
loads,9
called.,9
covers',9
holder.,9
Durban,9
Brussgaard,9
1290767,9
-04B,9
1776034,9
crack.,9
Periodcal,9
onset,9
frequency.,9
maitiained,9
Martin,9
"confusion,",9
mistaken,9
magnetron.,9
fulfilling,9
1791096,9
(Durban),9
Belita,9
"VDR,",9
straits,9
"ENG-05,",9
claiming,9
Reports.,9
"rectify,",9
freezer's,9
Sel-Closing,9
private,9
BWMS.,9
Instruction.,9
"18.10.2022,",9
fire-station,9
pipes',9
"1290766,",9
IV16,9
w/o,9
1678910,9
synergy,9
18.10.2022.,9
susceptible,9
peel,9
"Brussgaard""",9
O-2,9
Complacency/Not,9
1647813,9
-Failure,9
"stock,",9
"firefighting,",9
pra,9
that's,9
"4,000",9
1664632,9
Rough,9
1665997,9
MISTAKE,9
0.05M3,9
e-video,9
WAST,9
"20.08.2022,",9
M3:,9
devices/watertight,9
'lack,9
Magnetrons,9
Lashed,9
intake',9
panic,9
Column,9
"""Martin",9
scrap,9
usable,9
MESH,9
requirment.,9
showed.,9
"buzzer,",9
E/Room,9
"squared-up,",9
1770581,9
cleared/,9
Fence,9
-During,9
(GMDSS),9
Southampton.,9
corresponds,9
"tightened,",9
rectifier,9
1750559,9
"slip,",9
"7,000",9
a/p,9
category.,9
beams,9
Locking,9
provide.,9
Foul,9
"Ashdod,",9
1648091,9
J.,9
"5,000",9
transition,9
FURUNO).,9
PORT.,9
Drinking,9
"feedback,",9
Buoys,9
VS-23_00,9
'Foul,9
Busted,9
Spill,9
boat'.,9
pending.,9
"07-01-26,Instructions",9
exercising,9
prepared/updated,9
carefull,9
generally,9
formatted,9
Minute,9
HYDRANT,9
LEAD,9
indexing,9
Void,9
transceiver,9
Intrinsically,9
exercises.,9
FURUNO,9
replenishment,9
practically,9
1771299,9
objectively,9
alarm-,9
(RF142A,9
"toilet,",9
-PSC,9
1680964,9
revisited,9
1749170,9
date:21.11.2022,9
addition.,9
1664407,9
alarm).,9
1664404,9
supervision).,9
sampled,9
(identified,9
1662889,9
(Rectifier,9
started).,9
self-closing),9
Hold-back,9
Assurance,9
influence,9
1791344,9
glycol,9
contrast,9
Plant.,9
TAKEN:,9
flapper,9
efficiency.,9
Strops,9
Hanging,9
product/service,9
Pendent,9
"block,",9
1750422,9
(Rectified),9
1792084,9
firm,9
1791118,9
curtains,9
"need,",9
Handling.,9
"bay,",9
"liferafts,",9
THROWING,9
fence,9
America,9
M.O.B,9
"summary,",9
"Supt,",9
participants,9
Tuzla,9
Checks/tests,9
"G,",9
Sulphur.,9
Indicator.,9
1789165,9
(when,9
19-Nov-2022.,9
"VP09,",9
company),9
INTERTANKO,9
"penetration,",9
(clinker),9
clinker,9
"created,",9
Superintendents',9
(abt,9
unproperly,9
1647437,9
msg,9
11.4.,9
self-activating,9
Dispensation.,9
Singapore.FO,9
boards.,9
FPD,9
2-3,9
Viswa,9
voluntary,9
socks,9
"load,",9
IN-OPERATIONAL,9
degradation.,9
Book/ENTRY,9
pertinent,9
incorrectly.,9
'S5-15,9
WATER/Ballast,9
1789166,9
displayed/posted,9
"switchboard,",9
drain.,9
"Distribution,",9
painter;,9
Chip,9
regulated,9
Techinical,9
capabilities,9
20.09.2022,9
"""G""",9
used/vessel,9
0.01M3,9
"posted,",9
de-icing,9
20.08.2022,9
agenda.,9
procedures/international,9
Panel.,9
example.,9
VI/Sulphur,9
tube.,9
countries,9
KARCO,9
0.919%,9
Check/Testing,9
"PSCO"".",8
contours,8
picture.,8
0.60,8
Collision,8
confident,8
Suggest,8
Mohm,8
inclusion.,8
sureveyor,8
Turkey.,8
Appears,8
Hai,8
(3/O),8
document's,8
Recurrent,8
stowing.,8
1703189,8
189,8
worms.,8
Fused,8
NauTec-team,8
optional,8
1785610,8
stay).,8
24months.,8
'CFR-publications',8
1815126,8
RSO,8
on-load,8
1795873,8
'generally',8
LASHING,8
EPIRBs,8
f.,8
SHOWED,8
devoted,8
F07.03-1,8
2.To,8
breaking.,8
"greased,",8
VT-V-194,8
outfit(EN,8
worms,8
stenciled.,8
subscription!,8
"worms,",8
CUT,8
regulations),8
Bow,8
Pasta,8
SOUNDER,8
key.,8
Equipments,8
invoice.,8
(IDR),8
logbook;,8
MANAGED,8
structutal,8
VT-V-193,8
discrepancies.,8
Malta.,8
them.).,8
English);,8
"II-2/3.30,",8
rewritten,8
(3.,8
English.);,8
1703034,8
bridge-to-shore,8
bridge-to-bridge,8
1715911,8
3.4.2,8
1704863,8
"IX/1,",8
language;,8
COCK,8
"color,",8
vsl,8
RetroReflective,8
Delete,8
open/closing,8
ECHO,8
08-May-2023.,8
1783484,8
sake.,8
1638431,8
FAL.2/Circ.,8
131-MEPC.1/Circ.873-MSC.1/Circ.,8
1586-LEG.2/Circ.3,8
re-lashing,8
"""04.",8
"IV,",8
degrees);,8
1674353,8
'list,8
2017',8
"Lastly,",8
BECK,8
(steel,8
07th,8
versions,8
1722322,8
Voltage.,8
WEIGHT,8
'National,8
acc,8
logbooks'.,8
Society's,8
1702841,8
008L,8
curtain.,8
pipework,8
LAME,8
inhouse,8
A-0,8
05.12.2014,8
FOS,8
causes.,8
DEGREE,8
canal,8
Intensify,8
presented).,8
Newsletter,8
CARBON,8
"steel,",8
112,8
OTHERS,8
Cabin.,8
(Tokyo,8
Database,8
unavailability.,8
TEXT,8
midship.,8
1764293,8
strike,8
1712839,8
"portable-,",8
Oxides,8
26/01/2024,8
website.,8
things,8
(Original,8
1694663,8
use?,8
"fly,",8
bitts,8
TIMP,8
AF-CC-01,8
slippery.,8
SOFISH,8
Yang,8
(D2),8
helsman's,8
1695445,8
1634936,8
RATING,8
identify.,8
underlaying,8
CENTIGRADE,8
Jiang,8
2132FWC,8
19-08-2022,8
China's,8
INTENSITY,8
manuals/folders,8
1764387,8
6).,8
througout,8
"Ladders,",8
PERTAINING,8
aligns,8
h,8
obstruct,8
KORCA,8
Reg4ships,8
Culture,8
ANGEL,8
"GA,",8
(ON/OFF),8
"Examples,",8
"CO.,",8
uncapped,8
9809394,8
instruction:,8
announcement.,8
optionally,8
'IMDG-code',8
authorities/,8
keyed.,8
"Check-List""",8
130,8
"election,",8
contributes,8
voting,8
1693923,8
"""Shipboard",8
"Booklet""",8
coils).,8
committee.,8
DOCUMENT.,8
"devise,",8
incinerators,8
10136-,8
"""Deficiency",8
(edition,8
rental,8
"II-1,",8
R/O.,8
1808286,8
(hereinafter,8
packaged,8
communication),8
BRIEFING/FAMILIARIZATION,8
attitude,8
(Furuno),8
subscribed,8
FAIL,8
Decided,8
Lifeboat(s),8
FAIRCHEM,8
"04108-01299-11131,",8
"understand,",8
1697096,8
PSC/AMSA,8
on-air,8
XTAKEIRTEN,8
appeal,8
handling/storage,8
studying,8
11.18,8
1768230,8
Shipbuilding,8
LR).,8
(ERP,8
"Post-accident,",8
"Mobile,",8
medication,8
CIRM,8
Expected,8
appointment,8
"vessels"".",8
1752817,8
hydroblaster,8
hydroblaster.,8
Krishnapatnam,8
binder,8
Length,8
recover.,8
1681777,8
G.,8
1678087,8
RUNNING',8
party.,8
"coast,",8
Sure,8
"""Herewith",8
Report:,8
'Type,8
05114,8
1640504,8
(issued,8
CRS,8
(CRS).,8
"if,",8
MSMCs,8
Personnel.,8
"miss,",8
(MSMC),8
duty),8
1738619,8
(off,8
ongoing.,8
Keeping:,8
realise,8
DNV),8
Materials:,8
error:,8
effective:For,8
"alike,",8
Platform),8
(company's,8
Parameter,8
Alarming,8
"Incheon,",8
Inhalants),8
rotatable,8
appealed,8
Agreed,8
follows.,8
similarly,8
1-5.,8
1727946,8
Endorsement.,8
WO,8
hydrants.,8
vessel;,8
(Ammonia,8
Meanwhile,8
"Gladstone,",8
drug,8
1743177,8
1792804,8
ism,8
g.,8
12.10.2023,8
2025).,8
(expiring,8
Emerg,8
(class,8
desired,8
Japan.,8
rectified',8
(10/07/2023).,8
Hazards,8
Goods.,8
1627701,8
meets,8
1677121,8
(About,8
(Deficiency,8
OW,8
mis-understanding,8
statement),8
(Hamburg_June,8
represented,8
DILIGENCE,8
levels.,8
INVESTIGATED,8
shortest,8
(Cape,8
"Townsville,",8
QLD,8
30-Jan-2023,8
improvements,8
PERMANENTLY,8
'10-,8
18.12.2022,8
re-issued.,8
1633889,8
1640731,8
440V.,8
'Not,8
(Barbados),8
"SSCC,",8
Rivers,8
transition.,8
glands,8
"XII/4,",8
1788540,8
5.5.5).,8
A/S,8
1754709,8
activity.,8
1661824,8
injuries.,8
PROTECTION,8
MISSING.,8
(iii),8
Ravenna.,8
"joints,",8
"lifeboats,",8
"correctly""",8
1798365,8
"DOC,",8
CONSPICUOUS,8
'type,8
SSEC,8
1650081,8
1778926,8
EPIRBs.,8
vessel'.,8
parachutes,8
Pump).,7
in;,7
"Communication,",7
"open""",7
"Execution,",7
1.7,7
&3.1,7
wellness,7
STATUS,7
"realization,",7
Creating,7
1720107,7
-LTA,7
/closing,7
regrettable,7
applicable),7
PSCOs.,7
MAIN.,7
813.11,7
upset,7
unjustifiably,7
2.8,7
On.,7
talking,7
Disturbance,7
Emotional,7
someone.,7
depression.,7
"halted,",7
emotions,7
PSC's,7
RECORD(FORM,7
questioned.,7
conversations,7
SE-Form,7
'Exemptions',7
Master/HD,7
"26,2020",7
deck:,7
"applied),",7
'Exemption',7
Parcasio),7
Alison,7
Mailio,7
imposed:,7
PRESSURISE,7
"2.1,3.1OF",7
boat;,7
distracted,7
1781088,7
intermittently,7
1758795,7
"Quanzhou,",7
READILY,7
presumed,7
amendments.,7
Report).,7
"motherboard,",7
1771930,7
fund,7
accommodation),7
"indication,",7
Socializing/conducting,7
administrators).,7
1799915,7
forms/procedures.,7
working).,7
1.10,7
1.8,7
METHOD,7
Center,7
"LTA,",7
"breakage,",7
Continues,7
"""Open""",7
"""Full",7
"labelling,",7
familiar.,7
situ,7
activates.,7
5.1,7
operation's,7
1.9,7
eyewitness,7
10.26,7
12.17,7
Channel,7
12.40,7
chatting,7
"""Open",7
CERT.ITEM,7
"safely,",7
1784429,7
deformations,7
breakwater.,7
Communication:,7
mode).,7
EQUIPMENTS,7
berthed.,7
discus,7
469),7
1695714,7
13.00,7
divers,7
(Nurek-Service),7
1683906,7
Maintaining,7
discipline,7
"Open""",7
launched/,6
Light?',6
"surveillance,",6
tin.,6
guide-roller,6
bonds,6
blueprint,6
Fruit,6
'10',6
"drum,",6
Realted,6
informative,6
MUMBAI,6
bilts),6
leach,6
"correct,",6
1725426,6
"occasions,",6
compact,6
Coupling,6
1771130,6
1770771,6
waster,6
1763182,6
Start,6
510$,6
REG.,6
"recommendations""",6
7.1,6
1824903,6
"outcomes,",6
SELF-CONTAINED,6
ENGINE'S,6
ALARMS-OIL,6
immedietly,6
19.3.4,6
1811040,6
(leak,6
"""2023.08.03",6
3.the,6
04/2023,6
Institutes,6
21-,6
terminating,6
photograph).,6
oiled,6
WORN,6
organisms.,6
AOA,6
Documetation,6
organotin,6
(even,6
1779567,6
refamiliarized,6
DIRECTORATE,6
(MF-02),6
biocides,6
BOSM-SM-8-3,6
underestimated,6
entities,6
unannounced,6
"trade,",6
SMS-S-H27,6
2024-05-28,6
"SHIPPING,",6
opening/closing,6
"SHIPPING,GOVT.",6
Consulate,6
Pusan.,6
"INDIA,",6
10-11.05.2024,6
1771154,6
1771381,6
"proximity,",6
-Responsible,6
Submit,6
"""NATURAL",6
MSLM,6
shipbuilding,6
«vessel,6
2.Management,6
providers;,6
isolation.,6
1810094,6
1.MSDS,6
evidence).,6
lid,6
insufficient;,6
"rollers,",6
Involved,6
1.Crew,6
auto-cleats,6
HUMBER.MASTER,6
(PMC,6
procedure»,6
1813427,6
FREQUENTLY,6
OHSAS03,6
1778661,6
estimated,6
11.0,6
29th/Jun,6
EFFECT.,6
absorber,6
"ISF,",6
sprayed,6
1770561,6
"10May2024,",6
-18℃.,6
ODME,6
ISOLATION,6
Thawed,6
PROBLEMS,6
SMP-07.3,6
hinder,6
RESET.,6
Freezer.,6
3.Crew,6
flagstate.,6
AUXILARY,6
1813726,6
Fitter's,6
Ignoring,6
ASSUMED,6
cabin:,6
toggle,6
"3/0,4/E",6
defrozen,6
unfrozen,6
5.4:Inadequate,6
TREATING,6
superiors.,6
3.Tech.,6
«Working,6
moved.,6
09219,6
GDR,6
Firemen,6
(TBT),6
1772169,6
PROCEDURE.,6
S-09).,6
"EXIT""",6
1713405,6
Standards],6
ENTERING,6
Tri-Butyl-Tins,6
Tri-,6
forcefully,6
1824807,6
P.I.Cs,6
MEG,6
1824640,6
uncleaned,6
organotins,6
1762616,6
Equipments).,6
1.Management,6
organizing,6
'3',6
1829137,6
Info,6
1831125,6
"SSP,it",6
Within,6
tri-butyl-tin,6
Chimney,6
28.06.2023,6
Lastly,6
turning.,6
"provider,",6
classified,6
officer/crew,6
1722672,6
familarity,6
rectified/,6
acrdly.,6
1772155,6
1810340,6
02:48,6
06.07.2023,6
(US),6
23:55,6
05.07.2023,6
in-operative.,6
20:33,6
Swivel,6
beams/supports,6
1828989,6
1713822,6
hatchway,6
02:21,6
personel,6
11.05.2024,6
Mumbai/,6
22011/1/2020-O/o,6
Pet,6
Nanchai/Honk,6
1724093,6
1812221,6
1825849,6
officer/concerned,6
7.The,6
FIND,6
LIFEBUOY,6
taken/checks,6
attached(1-1).,6
"12-06-24,",6
rolling.,6
12-06-2024,6
"endorsement,",6
CODE-,6
"Form,",6
18/10/2021,6
ALONGSIDE,6
"Inspection""",6
WING,6
pet,6
"ships"".",6
"marking""",6
ro-ro,6
canopy,6
o/b,6
(Materials,6
Insects,6
Died,6
awaited,6
"dd.05-June,",6
(materials,6
vendors.,6
order).,6
L.LINE,6
BOARDING,6
Trg,6
Stencilling,6
1826202,6
"1973,",6
"Convention"")",6
"ERP-02,",6
ceramic,6
1826423,6
subject.,6
RIXTA,6
OLDENDORFF,6
launch.,6
Fish),6
auto-start,6
ro,6
packaging.,6
HODs,6
COCs,6
cordovan,6
1713582,6
Addl.,6
C/COOK,6
offering,6
1825075,6
"""yes""",6
"""no""",6
REPUBLIC,6
documentation/recordkeeping,6
KLCSM,6
facilitating,6
PAINTING,6
Tried,6
MAXIMUM,6
1826078,6
Richard's,6
"1997,",6
COAL),6
1763502,6
maneuvering/,6
deposits.,6
3/Eng,6
"simultaneously,",6
"tablet,",6
cleanse,6
undertook,6
cameras,6
plays,6
Compactor,6
Departure,6
1825705,6
10%,6
particles.,6
outlined.,6
1812699,6
fix-installed.,6
3/Eng's,6
3/Engineer.,6
bathroom,6
stiffeners.,6
1825573,6
brown.,6
Bulleting,6
grasping,6
"flushing,",6
safety/,6
discolored,6
realism,6
1825145,6
shoud,6
pouring,6
area's,6
viewing,6
"bags,",6
(sludge,6
1724029,6
Ash,6
announce,6
Soda,6
cement),6
"QMS,",6
toconduct,6
1812842,6
slowed,6
OT-O-354,6
OT-O-355,6
WATER-TIGHT,6
"NAVIGTION/LIGHTS,",6
sound-signal/ANCHOR,6
Gymnasium,6
CANOPY,6
HAZARDS,6
(PETROLEUM,6
COKE,6
"clinker,",6
(Cement,6
decreased,6
Expirence,6
targeted.,6
encountered.,6
st,6
TRAY,6
launching/,6
fostering,6
E-cert,6
vigilance.,6
4.6,6
Destroyed,6
speeded,6
"SE,",6
procedures/,6
/discharging,6
01139,6
pS,6
Inclination,6
Kochi/,6
1.MS,6
Mumbai/Chennai/,6
"MMD,",6
1812884,6
cutoff.,6
ammeter,6
1763240,6
inoperable;,6
standby).,6
finally.,6
1771511,6
Maser,6
2022-2023,6
Notify,6
Self-explanatory,6
Kolkata/,6
LDBF,6
INDOS,6
WLL,6
1770959,6
Thermal,6
fr,6
"EPL,",6
"consent,",6
workplace.,6
Bollards,6
Doppler,6
SCAVENGE,6
Kolkata/Chennai,6
Industry,6
bath,6
2.Put,6
Kandla,6
(Tons),6
1725030,6
REFER,6
triggers,6
Institutes.,6
cradles.,6
2/O;,6
WATERS).,6
calendar,6
throw,6
INSUFFICIENT,6
Monjasa,6
"Sprinter,",6
propeller.,6
unmooring,6
Gol,6
MF/HF;,6
